lr_group_0,lr_group_1,step,valid-loss,valid-entity_macro_f1,valid-character_macro_f1,epoch,train-loss
4.072e-05,4.072e-05,99,,,,,
4.061333333333334e-05,4.061333333333334e-05,100,,,,,
4.050666666666667e-05,4.050666666666667e-05,101,,,,,
4.0400000000000006e-05,4.0400000000000006e-05,102,,,,,
4.0293333333333336e-05,4.0293333333333336e-05,103,,,,,
,,90,0.07291729748249054,79.45225414623022,86.71372165670425,0,
4.0186666666666666e-05,4.0186666666666666e-05,105,,,,,
4.008e-05,4.008e-05,106,,,,,
3.997333333333333e-05,3.997333333333333e-05,107,,,,,
3.986666666666667e-05,3.986666666666667e-05,108,,,,,
3.9760000000000006e-05,3.9760000000000006e-05,109,,,,,
3.9653333333333335e-05,3.9653333333333335e-05,110,,,,,
3.954666666666667e-05,3.954666666666667e-05,111,,,,,
,,97,0.08205727487802505,79.39629211112718,87.37409129066236,0,
3.944e-05,3.944e-05,113,,,,,
3.933333333333333e-05,3.933333333333333e-05,114,,,,,
,,99,,,,0,0.05081329867243767
3.922666666666667e-05,3.922666666666667e-05,116,,,,,
3.912e-05,3.912e-05,117,,,,,
3.9013333333333335e-05,3.9013333333333335e-05,118,,,,,
3.890666666666667e-05,3.890666666666667e-05,119,,,,,
3.88e-05,3.88e-05,120,,,,,
,,104,0.06866144388914108,79.77441164476406,87.64032028011441,0,
3.869333333333334e-05,3.869333333333334e-05,122,,,,,
3.858666666666667e-05,3.858666666666667e-05,123,,,,,
3.848e-05,3.848e-05,124,,,,,
3.8373333333333334e-05,3.8373333333333334e-05,125,,,,,
3.8266666666666664e-05,3.8266666666666664e-05,126,,,,,
3.816e-05,3.816e-05,127,,,,,
3.805333333333334e-05,3.805333333333334e-05,128,,,,,
,,111,0.06748529523611069,80.80865448731352,88.47105474271152,0,
3.794666666666667e-05,3.794666666666667e-05,130,,,,,
3.7840000000000004e-05,3.7840000000000004e-05,131,,,,,
3.773333333333334e-05,3.773333333333334e-05,132,,,,,
3.762666666666667e-05,3.762666666666667e-05,133,,,,,
3.752e-05,3.752e-05,134,,,,,
3.7413333333333337e-05,3.7413333333333337e-05,135,,,,,
3.7306666666666666e-05,3.7306666666666666e-05,136,,,,,
,,118,0.06584817171096802,81.27537204208296,88.14885308047393,0,
3.72e-05,3.72e-05,138,,,,,
3.709333333333333e-05,3.709333333333333e-05,139,,,,,
3.698666666666667e-05,3.698666666666667e-05,140,,,,,
3.6880000000000006e-05,3.6880000000000006e-05,141,,,,,
3.6773333333333336e-05,3.6773333333333336e-05,142,,,,,
3.6666666666666666e-05,3.6666666666666666e-05,143,,,,,
3.656e-05,3.656e-05,144,,,,,
,,125,0.06943570822477341,82.8342371325307,89.86743926078469,0,
3.645333333333333e-05,3.645333333333333e-05,146,,,,,
3.634666666666667e-05,3.634666666666667e-05,147,,,,,
3.624e-05,3.624e-05,148,,,,,
3.6133333333333335e-05,3.6133333333333335e-05,149,,,,,
3.602666666666667e-05,3.602666666666667e-05,150,,,,,
3.592e-05,3.592e-05,151,,,,,
3.581333333333334e-05,3.581333333333334e-05,152,,,,,
,,132,0.06775987893342972,82.45465513373219,89.23962081084369,0,
3.570666666666667e-05,3.570666666666667e-05,154,,,,,
3.56e-05,3.56e-05,155,,,,,
3.5493333333333335e-05,3.5493333333333335e-05,156,,,,,
3.538666666666667e-05,3.538666666666667e-05,157,,,,,
3.528e-05,3.528e-05,158,,,,,
3.517333333333334e-05,3.517333333333334e-05,159,,,,,
3.506666666666667e-05,3.506666666666667e-05,160,,,,,
,,139,0.05905533954501152,81.74961597542243,89.06354235862746,0,
3.4960000000000004e-05,3.4960000000000004e-05,162,,,,,
3.4853333333333334e-05,3.4853333333333334e-05,163,,,,,
3.4746666666666664e-05,3.4746666666666664e-05,164,,,,,
3.464e-05,3.464e-05,165,,,,,
3.453333333333334e-05,3.453333333333334e-05,166,,,,,
3.442666666666667e-05,3.442666666666667e-05,167,,,,,
3.4320000000000003e-05,3.4320000000000003e-05,168,,,,,
,,146,0.06057330220937729,80.52171189739167,89.06461508761669,0,
3.421333333333333e-05,3.421333333333333e-05,170,,,,,
3.410666666666667e-05,3.410666666666667e-05,171,,,,,
3.4000000000000007e-05,3.4000000000000007e-05,172,,,,,
,,149,,,,0,0.05387667194008827
3.389333333333333e-05,3.389333333333333e-05,174,,,,,
3.3786666666666666e-05,3.3786666666666666e-05,175,,,,,
3.368e-05,3.368e-05,176,,,,,
3.357333333333333e-05,3.357333333333333e-05,177,,,,,
,,153,0.06293299049139023,81.9511422390493,89.68608775484384,0,
3.346666666666667e-05,3.346666666666667e-05,179,,,,,
3.336e-05,3.336e-05,180,,,,,
3.3253333333333336e-05,3.3253333333333336e-05,181,,,,,
3.314666666666667e-05,3.314666666666667e-05,182,,,,,
3.304e-05,3.304e-05,183,,,,,
3.293333333333333e-05,3.293333333333333e-05,184,,,,,
3.282666666666667e-05,3.282666666666667e-05,185,,,,,
3.272e-05,3.272e-05,186,,,,,
3.2613333333333335e-05,3.2613333333333335e-05,187,,,,,
3.250666666666667e-05,3.250666666666667e-05,188,,,,,
,,163,0.0605812631547451,83.75009892542789,89.98991218969773,1,
3.24e-05,3.24e-05,190,,,,,
3.229333333333334e-05,3.229333333333334e-05,191,,,,,
3.218666666666667e-05,3.218666666666667e-05,192,,,,,
3.208e-05,3.208e-05,193,,,,,
3.1973333333333334e-05,3.1973333333333334e-05,194,,,,,
3.1866666666666664e-05,3.1866666666666664e-05,195,,,,,
3.176e-05,3.176e-05,196,,,,,
,,170,0.06461060792207718,81.28330976071423,89.40986916712352,1,
3.165333333333334e-05,3.165333333333334e-05,198,,,,,
3.154666666666667e-05,3.154666666666667e-05,199,,,,,
3.1440000000000004e-05,3.1440000000000004e-05,200,,,,,
3.1333333333333334e-05,3.1333333333333334e-05,201,,,,,
3.122666666666667e-05,3.122666666666667e-05,202,,,,,
3.112e-05,3.112e-05,203,,,,,
3.101333333333333e-05,3.101333333333333e-05,204,,,,,
,,177,0.0699479803442955,82.60246218884296,89.16600605149831,1,
3.090666666666667e-05,3.090666666666667e-05,206,,,,,
3.08e-05,3.08e-05,207,,,,,
3.069333333333333e-05,3.069333333333333e-05,208,,,,,
3.058666666666667e-05,3.058666666666667e-05,209,,,,,
3.0480000000000003e-05,3.0480000000000003e-05,210,,,,,
3.0373333333333336e-05,3.0373333333333336e-05,211,,,,,
3.0266666666666666e-05,3.0266666666666666e-05,212,,,,,
,,184,0.07819615304470062,82.35786994085693,88.67273997920313,1,
3.016e-05,3.016e-05,214,,,,,
3.0053333333333332e-05,3.0053333333333332e-05,215,,,,,
2.9946666666666666e-05,2.9946666666666666e-05,216,,,,,
2.9840000000000002e-05,2.9840000000000002e-05,217,,,,,
2.9733333333333336e-05,2.9733333333333336e-05,218,,,,,
2.962666666666667e-05,2.962666666666667e-05,219,,,,,
2.9520000000000002e-05,2.9520000000000002e-05,220,,,,,
,,191,0.07428698241710663,80.91132283125785,89.00621421664732,1,
2.941333333333334e-05,2.941333333333334e-05,222,,,,,
2.9306666666666665e-05,2.9306666666666665e-05,223,,,,,
2.9199999999999998e-05,2.9199999999999998e-05,224,,,,,
2.9093333333333335e-05,2.9093333333333335e-05,225,,,,,
2.8986666666666668e-05,2.8986666666666668e-05,226,,,,,
2.888e-05,2.888e-05,227,,,,,
2.8773333333333335e-05,2.8773333333333335e-05,228,,,,,
,,198,0.07000371068716049,82.42434259208994,88.8894546700708,1,
2.8666666666666668e-05,2.8666666666666668e-05,230,,,,,
,,199,,,,1,0.03561880812048912
2.8560000000000004e-05,2.8560000000000004e-05,232,,,,,
2.8453333333333338e-05,2.8453333333333338e-05,233,,,,,
2.8346666666666667e-05,2.8346666666666667e-05,234,,,,,
2.824e-05,2.824e-05,235,,,,,
2.8133333333333334e-05,2.8133333333333334e-05,236,,,,,
2.8026666666666667e-05,2.8026666666666667e-05,237,,,,,
,,205,0.06607203185558319,81.55941014431252,89.68141568534196,1,
2.792e-05,2.792e-05,239,,,,,
2.7813333333333337e-05,2.7813333333333337e-05,240,,,,,
2.770666666666667e-05,2.770666666666667e-05,241,,,,,
2.7600000000000003e-05,2.7600000000000003e-05,242,,,,,
2.7493333333333333e-05,2.7493333333333333e-05,243,,,,,
2.7386666666666666e-05,2.7386666666666666e-05,244,,,,,
2.728e-05,2.728e-05,245,,,,,
,,212,0.06630413234233856,83.14413674899724,90.63960629206804,1,
2.7173333333333333e-05,2.7173333333333333e-05,247,,,,,
2.706666666666667e-05,2.706666666666667e-05,248,,,,,
2.6960000000000003e-05,2.6960000000000003e-05,249,,,,,
2.6853333333333336e-05,2.6853333333333336e-05,250,,,,,
2.674666666666667e-05,2.674666666666667e-05,251,,,,,
2.6640000000000002e-05,2.6640000000000002e-05,252,,,,,
2.6533333333333332e-05,2.6533333333333332e-05,253,,,,,
,,219,0.06443382054567337,82.67703070219503,88.69917830067983,1,
2.6426666666666665e-05,2.6426666666666665e-05,255,,,,,
2.632e-05,2.632e-05,256,,,,,
2.6213333333333335e-05,2.6213333333333335e-05,257,,,,,
2.610666666666667e-05,2.610666666666667e-05,258,,,,,
2.6000000000000002e-05,2.6000000000000002e-05,259,,,,,
2.5893333333333335e-05,2.5893333333333335e-05,260,,,,,
2.578666666666667e-05,2.578666666666667e-05,261,,,,,
,,226,0.06821425259113312,84.81973919292774,90.08591543290252,1,
2.5679999999999998e-05,2.5679999999999998e-05,263,,,,,
2.557333333333333e-05,2.557333333333333e-05,264,,,,,
2.5466666666666668e-05,2.5466666666666668e-05,265,,,,,
2.536e-05,2.536e-05,266,,,,,
2.5253333333333334e-05,2.5253333333333334e-05,267,,,,,
2.5146666666666668e-05,2.5146666666666668e-05,268,,,,,
2.504e-05,2.504e-05,269,,,,,
,,233,0.06384211033582687,85.67051000254328,90.08986957082853,1,
2.4933333333333334e-05,2.4933333333333334e-05,271,,,,,
2.4826666666666667e-05,2.4826666666666667e-05,272,,,,,
2.472e-05,2.472e-05,273,,,,,
2.4613333333333337e-05,2.4613333333333337e-05,274,,,,,
2.4506666666666667e-05,2.4506666666666667e-05,275,,,,,
2.44e-05,2.44e-05,276,,,,,
2.4293333333333333e-05,2.4293333333333333e-05,277,,,,,
,,240,0.06056858226656914,84.90597599585797,89.74470857980941,1,
2.418666666666667e-05,2.418666666666667e-05,279,,,,,
2.408e-05,2.408e-05,280,,,,,
2.3973333333333333e-05,2.3973333333333333e-05,281,,,,,
2.3866666666666666e-05,2.3866666666666666e-05,282,,,,,
2.3760000000000003e-05,2.3760000000000003e-05,283,,,,,
2.3653333333333336e-05,2.3653333333333336e-05,284,,,,,
2.3546666666666666e-05,2.3546666666666666e-05,285,,,,,
,,247,0.06066247820854187,84.09812927566568,89.45885422582688,1,
2.344e-05,2.344e-05,287,,,,,
2.3333333333333336e-05,2.3333333333333336e-05,288,,,,,
,,249,,,,1,0.012871486134827137
2.322666666666667e-05,2.322666666666667e-05,290,,,,,
2.312e-05,2.312e-05,291,,,,,
2.3013333333333335e-05,2.3013333333333335e-05,292,,,,,
2.290666666666667e-05,2.290666666666667e-05,293,,,,,
2.2800000000000002e-05,2.2800000000000002e-05,294,,,,,
,,254,0.06122768297791481,85.30000580606139,90.79993882584826,1,
2.2693333333333332e-05,2.2693333333333332e-05,296,,,,,
2.258666666666667e-05,2.258666666666667e-05,297,,,,,
2.248e-05,2.248e-05,298,,,,,
2.2373333333333335e-05,2.2373333333333335e-05,299,,,,,
2.2266666666666668e-05,2.2266666666666668e-05,300,,,,,
2.216e-05,2.216e-05,301,,,,,
2.2053333333333335e-05,2.2053333333333335e-05,302,,,,,
,,261,0.0644785687327385,84.76276950293305,89.65719420900952,1,
2.1946666666666668e-05,2.1946666666666668e-05,304,,,,,
2.184e-05,2.184e-05,305,,,,,
2.1733333333333334e-05,2.1733333333333334e-05,306,,,,,
2.1626666666666667e-05,2.1626666666666667e-05,307,,,,,
2.152e-05,2.152e-05,308,,,,,
2.1413333333333334e-05,2.1413333333333334e-05,309,,,,,
2.1306666666666667e-05,2.1306666666666667e-05,310,,,,,
,,268,0.06253933161497116,85.57406290119978,90.06337191637299,1,
2.12e-05,2.12e-05,312,,,,,
2.1093333333333334e-05,2.1093333333333334e-05,313,,,,,
2.0986666666666667e-05,2.0986666666666667e-05,314,,,,,
2.0880000000000003e-05,2.0880000000000003e-05,315,,,,,
2.0773333333333333e-05,2.0773333333333333e-05,316,,,,,
2.0666666666666666e-05,2.0666666666666666e-05,317,,,,,
2.0560000000000003e-05,2.0560000000000003e-05,318,,,,,
,,275,0.06158456206321716,85.25401611180156,90.53542753678117,1,
2.0453333333333336e-05,2.0453333333333336e-05,320,,,,,
2.0346666666666666e-05,2.0346666666666666e-05,321,,,,,
2.024e-05,2.024e-05,322,,,,,
2.0133333333333336e-05,2.0133333333333336e-05,323,,,,,
2.002666666666667e-05,2.002666666666667e-05,324,,,,,
1.992e-05,1.992e-05,325,,,,,
1.9813333333333332e-05,1.9813333333333332e-05,326,,,,,
,,282,0.06819266080856323,81.78948453355987,88.81303441266314,1,
1.970666666666667e-05,1.970666666666667e-05,328,,,,,
1.9600000000000002e-05,1.9600000000000002e-05,329,,,,,
1.9493333333333332e-05,1.9493333333333332e-05,330,,,,,
1.938666666666667e-05,1.938666666666667e-05,331,,,,,
1.9280000000000002e-05,1.9280000000000002e-05,332,,,,,
1.9173333333333335e-05,1.9173333333333335e-05,333,,,,,
1.9066666666666668e-05,1.9066666666666668e-05,334,,,,,
,,289,0.05902242660522461,86.47767674788382,91.07572046778715,1,
1.896e-05,1.896e-05,336,,,,,
1.8853333333333335e-05,1.8853333333333335e-05,337,,,,,
1.8746666666666668e-05,1.8746666666666668e-05,338,,,,,
1.864e-05,1.864e-05,339,,,,,
1.8533333333333334e-05,1.8533333333333334e-05,340,,,,,
1.8426666666666668e-05,1.8426666666666668e-05,341,,,,,
1.832e-05,1.832e-05,342,,,,,
,,296,0.05814163386821747,86.96900516321394,91.35507173408031,1,
1.8213333333333334e-05,1.8213333333333334e-05,344,,,,,
1.8106666666666667e-05,1.8106666666666667e-05,345,,,,,
1.8e-05,1.8e-05,346,,,,,
,,299,,,,1,0.016535380855202675
1.7893333333333334e-05,1.7893333333333334e-05,348,,,,,
1.7786666666666667e-05,1.7786666666666667e-05,349,,,,,
1.7680000000000004e-05,1.7680000000000004e-05,350,,,,,
1.7573333333333333e-05,1.7573333333333333e-05,351,,,,,
,,303,0.06335499882698059,85.51625718867096,91.14341880371076,1,
1.7466666666666667e-05,1.7466666666666667e-05,353,,,,,
1.736e-05,1.736e-05,354,,,,,
1.7253333333333336e-05,1.7253333333333336e-05,355,,,,,
1.7146666666666666e-05,1.7146666666666666e-05,356,,,,,
1.704e-05,1.704e-05,357,,,,,
1.6933333333333333e-05,1.6933333333333333e-05,358,,,,,
1.682666666666667e-05,1.682666666666667e-05,359,,,,,
,,310,0.06598731875419617,82.88415926368931,88.78322885186087,1,
1.672e-05,1.672e-05,361,,,,,
1.6613333333333332e-05,1.6613333333333332e-05,362,,,,,
1.650666666666667e-05,1.650666666666667e-05,363,,,,,
1.6400000000000002e-05,1.6400000000000002e-05,364,,,,,
1.6293333333333335e-05,1.6293333333333335e-05,365,,,,,
1.6186666666666665e-05,1.6186666666666665e-05,366,,,,,
1.6080000000000002e-05,1.6080000000000002e-05,367,,,,,
1.5973333333333335e-05,1.5973333333333335e-05,368,,,,,
1.586666666666667e-05,1.586666666666667e-05,369,,,,,
1.5759999999999998e-05,1.5759999999999998e-05,370,,,,,
,,320,0.06106696277856827,84.96595463144692,90.22140123557332,2,
1.5653333333333335e-05,1.5653333333333335e-05,372,,,,,
1.5546666666666668e-05,1.5546666666666668e-05,373,,,,,
1.544e-05,1.544e-05,374,,,,,
1.5333333333333334e-05,1.5333333333333334e-05,375,,,,,
1.5226666666666668e-05,1.5226666666666668e-05,376,,,,,
1.5120000000000001e-05,1.5120000000000001e-05,377,,,,,
1.5013333333333334e-05,1.5013333333333334e-05,378,,,,,
,,327,0.0634860023856163,85.8753766773781,90.19348271783197,2,
1.4906666666666666e-05,1.4906666666666666e-05,380,,,,,
1.48e-05,1.48e-05,381,,,,,
1.4693333333333334e-05,1.4693333333333334e-05,382,,,,,
1.4586666666666669e-05,1.4586666666666669e-05,383,,,,,
1.4480000000000002e-05,1.4480000000000002e-05,384,,,,,
1.4373333333333334e-05,1.4373333333333334e-05,385,,,,,
1.4266666666666667e-05,1.4266666666666667e-05,386,,,,,
,,334,0.06558208167552948,84.42607611603341,89.7423238769171,2,
1.4160000000000002e-05,1.4160000000000002e-05,388,,,,,
1.4053333333333335e-05,1.4053333333333335e-05,389,,,,,
1.3946666666666666e-05,1.3946666666666666e-05,390,,,,,
1.384e-05,1.384e-05,391,,,,,
1.3733333333333335e-05,1.3733333333333335e-05,392,,,,,
1.3626666666666668e-05,1.3626666666666668e-05,393,,,,,
1.352e-05,1.352e-05,394,,,,,
,,341,0.06673931330442429,85.07659744758195,90.47309255658604,2,
1.3413333333333333e-05,1.3413333333333333e-05,396,,,,,
1.3306666666666667e-05,1.3306666666666667e-05,397,,,,,
1.32e-05,1.32e-05,398,,,,,
1.3093333333333336e-05,1.3093333333333336e-05,399,,,,,
1.2986666666666667e-05,1.2986666666666667e-05,400,,,,,
1.288e-05,1.288e-05,401,,,,,
1.2773333333333334e-05,1.2773333333333334e-05,402,,,,,
,,348,0.06552186608314514,86.41945454241923,91.65761366418708,2,
1.2666666666666668e-05,1.2666666666666668e-05,404,,,,,
,,349,,,,2,0.019199123606085777
1.256e-05,1.256e-05,406,,,,,
1.2453333333333333e-05,1.2453333333333333e-05,407,,,,,
1.2346666666666668e-05,1.2346666666666668e-05,408,,,,,
1.224e-05,1.224e-05,409,,,,,
1.2133333333333335e-05,1.2133333333333335e-05,410,,,,,
1.2026666666666666e-05,1.2026666666666666e-05,411,,,,,
,,355,0.06377100199460983,86.29306546283922,90.94841869606634,2,
1.1920000000000001e-05,1.1920000000000001e-05,413,,,,,
1.1813333333333334e-05,1.1813333333333334e-05,414,,,,,
1.1706666666666668e-05,1.1706666666666668e-05,415,,,,,
1.16e-05,1.16e-05,416,,,,,
1.1493333333333334e-05,1.1493333333333334e-05,417,,,,,
1.1386666666666667e-05,1.1386666666666667e-05,418,,,,,
1.128e-05,1.128e-05,419,,,,,
,,362,0.06271921098232269,86.64091329103974,91.14191508197332,2,
1.1173333333333334e-05,1.1173333333333334e-05,421,,,,,
1.1066666666666667e-05,1.1066666666666667e-05,422,,,,,
1.096e-05,1.096e-05,423,,,,,
1.0853333333333333e-05,1.0853333333333333e-05,424,,,,,
1.0746666666666667e-05,1.0746666666666667e-05,425,,,,,
1.064e-05,1.064e-05,426,,,,,
1.0533333333333335e-05,1.0533333333333335e-05,427,,,,,
,,369,0.0631217360496521,86.55767880164503,91.19152853995574,2,
1.0426666666666666e-05,1.0426666666666666e-05,429,,,,,
1.0320000000000001e-05,1.0320000000000001e-05,430,,,,,
1.0213333333333334e-05,1.0213333333333334e-05,431,,,,,
1.0106666666666668e-05,1.0106666666666668e-05,432,,,,,
1e-05,1e-05,433,,,,,
9.893333333333334e-06,9.893333333333334e-06,434,,,,,
9.786666666666667e-06,9.786666666666667e-06,435,,,,,
,,376,0.0640438050031662,86.10096042312912,91.22866453529532,2,
9.68e-06,9.68e-06,437,,,,,
9.573333333333334e-06,9.573333333333334e-06,438,,,,,
9.466666666666667e-06,9.466666666666667e-06,439,,,,,
9.36e-06,9.36e-06,440,,,,,
9.253333333333333e-06,9.253333333333333e-06,441,,,,,
9.146666666666667e-06,9.146666666666667e-06,442,,,,,
9.04e-06,9.04e-06,443,,,,,
,,383,0.06420446187257767,84.86444105668761,90.35445994907305,2,
8.933333333333333e-06,8.933333333333333e-06,445,,,,,
8.826666666666666e-06,8.826666666666666e-06,446,,,,,
8.720000000000001e-06,8.720000000000001e-06,447,,,,,
8.613333333333334e-06,8.613333333333334e-06,448,,,,,
8.506666666666668e-06,8.506666666666668e-06,449,,,,,
8.400000000000001e-06,8.400000000000001e-06,450,,,,,
8.293333333333334e-06,8.293333333333334e-06,451,,,,,
,,390,0.06416188925504684,83.88745188934914,90.16648590712447,2,
8.186666666666667e-06,8.186666666666667e-06,453,,,,,
8.08e-06,8.08e-06,454,,,,,
7.973333333333334e-06,7.973333333333334e-06,455,,,,,
7.866666666666667e-06,7.866666666666667e-06,456,,,,,
7.76e-06,7.76e-06,457,,,,,
7.653333333333333e-06,7.653333333333333e-06,458,,,,,
7.5466666666666675e-06,7.5466666666666675e-06,459,,,,,
,,397,0.06448239088058472,84.06197484560059,89.6906665749272,2,
7.44e-06,7.44e-06,461,,,,,
7.333333333333334e-06,7.333333333333334e-06,462,,,,,
,,399,,,,2,0.007748302537947893
7.226666666666668e-06,7.226666666666668e-06,464,,,,,
7.1200000000000004e-06,7.1200000000000004e-06,465,,,,,
7.0133333333333345e-06,7.0133333333333345e-06,466,,,,,
6.906666666666667e-06,6.906666666666667e-06,467,,,,,
6.800000000000001e-06,6.800000000000001e-06,468,,,,,
,,404,0.0644112080335617,84.67187853381151,89.84240816340214,2,
6.693333333333333e-06,6.693333333333333e-06,470,,,,,
6.586666666666667e-06,6.586666666666667e-06,471,,,,,
6.48e-06,6.48e-06,472,,,,,
6.373333333333334e-06,6.373333333333334e-06,473,,,,,
6.266666666666666e-06,6.266666666666666e-06,474,,,,,
6.16e-06,6.16e-06,475,,,,,
6.0533333333333335e-06,6.0533333333333335e-06,476,,,,,
,,411,0.06321984529495239,86.06843459213226,90.95084777848909,2,
5.946666666666667e-06,5.946666666666667e-06,478,,,,,
5.84e-06,5.84e-06,479,,,,,
5.733333333333333e-06,5.733333333333333e-06,480,,,,,
5.626666666666667e-06,5.626666666666667e-06,481,,,,,
5.5200000000000005e-06,5.5200000000000005e-06,482,,,,,
5.413333333333334e-06,5.413333333333334e-06,483,,,,,
5.306666666666667e-06,5.306666666666667e-06,484,,,,,
,,418,0.062420815229415894,87.7277246909043,91.84701502200507,2,
5.2e-06,5.2e-06,486,,,,,
